GSM1701025	GSM1701026	GSM1701027	GSM1701028	GSM1701029	GSM1701030	GSM1701031	GSM1701032	GSM1701033	GSM1701034	GSM1701035	GSM1701036	GSM1701037	GSM1701038	GSM1701039	GSM1701040	GSM1701041	GSM1701042	GSM1701043	GSM1701044	GSM1701045	GSM1701046	GSM1701047	GSM1701048	GSM1701049	GSM1701050	GSM1701051	GSM1701052	GSM1701053
NETO2	2.51928	2.12752	2.21266	2.59347	2.29865	2.20361	2.23916	2.74984	2.10766	1.89599	1.65174	1.73552	1.7801	1.96593	1.7801	1.62697	1.72442	2.00699	1.62095	2.25407	7.05357	7.1954	7.094	7.01625	7.76941	7.83021	7.42692	7.4421	7.64032
PTPRC	4.64601	4.82105	6.56183	5.68921	2.66664	3.85404	4.14207	5.55924	7.90367	4.58985	7.77533	8.50108	7.35506	4.96404	7.1311	7.8574	8.12205	7.49206	8.20168	9.91732	2.16064	2.1452	2.37548	1.88756	1.99467	2.2715	2.34074	2.28915	2.02546
RIPOR2	3.40855	5.82644	2.84701	4.04246	3.94065	3.1105	2.66664	3.35518	4.29156	3.35353	8.24678	9.08943	9.05165	5.33203	9.0126	9.75026	9.92634	9.60717	7.79612	7.21617	2.67976	2.22919	2.16064	2.21994	2.42365	2.58956	2.24309	2.74568	2.31857
PPA2	4.22513	5.93096	3.98756	4.69825	3.93925	4.19373	3.49792	3.12956	4.84264	3.08505	3.75892	5.50894	5.79721	4.31372	3.07608	4.86571	5.42758	4.29986	3.61574	4.80758	9.66258	9.78555	9.11564	9.21676	9.67481	9.60441	9.11734	8.82703	9.1879
ANP32A	2.03442	2.05923	2.53853	2.13508	2.1468	2.42462	2.02261	1.78556	2.01526	1.73867	1.86486	1.98533	1.78923	2.22173	1.92742	1.98154	2.13649	2.12039	1.56428	1.81831	7.30122	7.07902	7.09806	7.39553	8.89607	8.63788	8.37355	8.12929	7.68716
CHI3L1	6.52718	8.75118	7.68442	9.00851	8.16821	8.28931	6.70582	6.68266	7.4415	7.5925	7.46613	7.34584	8.63164	10.056	7.57533	8.77262	7.49215	7.52279	9.56498	8.05736	2.33735	2.04105	1.64473	1.59426	2.50093	2.23073	3.0693	3.61591	1.93155
VTCN1	4.77084	10.8642	6.17256	9.48862	9.27094	8.83459	4.31732	3.38893	10.2314	4.97752	6.66784	7.96583	8.65951	5.47584	6.77016	8.71736	8.7228	7.23762	5.95624	6.803	3.8761	4.06318	3.45347	3.5778	3.31638	3.28309	3.15763	2.76109	3.1537
HLA-DRB1	7.50155	10.0273	10.3416	7.14594	8.27658	6.39828	7.38706	8.09877	8.77466	8.69303	11.1769	10.2919	11.5864	8.69398	10.8732	10.4888	10.4134	9.73296	10.6008	11.5659	4.6189	4.0153	4.19512	4.28298	3.86357	4.01071	5.27211	5.17049	5.68802
HLA-DRB4	7.50155	10.0273	10.3416	7.14594	8.27658	6.39828	7.38706	8.09877	8.77466	8.69303	11.1769	10.2919	11.5864	8.69398	10.8732	10.4888	10.4134	9.73296	10.6008	11.5659	4.6189	4.0153	4.19512	4.28298	3.86357	4.01071	5.27211	5.17049	5.68802
HLA-DRB5	7.50155	10.0273	10.3416	7.14594	8.27658	6.39828	7.38706	8.09877	8.77466	8.69303	11.1769	10.2919	11.5864	8.69398	10.8732	10.4888	10.4134	9.73296	10.6008	11.5659	4.6189	4.0153	4.19512	4.28298	3.86357	4.01071	5.27211	5.17049	5.68802
DCBLD2	3.46948	4.08765	4.07919	4.65954	6.00172	3.22554	4.84378	4.74709	4.35197	4.85679	4.1977	3.81936	3.5269	2.45213	4.01891	3.58468	3.53157	3.64572	2.61967	3.67263	8.83013	8.67486	10.0439	10.3359	9.63427	9.53164	8.71478	8.99807	9.15823
PSPH	3.66658	7.56823	2.4469	5.67237	4.05375	2.07492	1.94012	2.50306	2.03317	3.59845	4.51354	6.13038	2.08478	2.01266	5.36647	2.03317	3.07171	5.73871	2.54735	3.79738	8.60046	8.64922	7.64297	7.68594	7.73765	7.75893	7.23181	7.18401	7.71822
NELL2	6.66502	4.81033	5.71275	4.24568	4.00905	5.08176	6.13712	9.3743	5.55563	5.31646	10.3041	10.9356	11.0095	4.82161	9.96045	11.8877	11.6077	10.8325	8.96424	8.1064	4.00895	4.28972	3.33364	3.35613	4.58747	4.54944	4.23649	6.72662	4.31246
MUC4	9.88526	7.77617	9.29262	5.78832	2.73798	8.21603	7.26104	4.50286	3.14871	7.67762	7.49822	6.88716	8.28407	4.01954	7.38421	9.6361	6.01943	9.25459	7.88006	6.01943	5.18686	5.05022	2.36845	1.85237	2.30874	1.91608	2.09974	1.77308	2.07853
HSP90AB1	4.73582	5.29421	5.11602	4.33123	4.80062	3.67512	6.0966	4.51037	4.9284	5.50755	4.52429	5.58512	5.82368	4.17508	5.13269	5.66272	4.75921	5.17849	3.66822	4.53735	10.4188	10.5272	10.1836	10.4356	11.2128	11.2767	9.64973	9.77098	9.85837
MUC16	8.71817	10.9356	8.90244	9.40293	10.0567	9.35187	10.1014	7.47006	6.53803	9.20894	6.82497	6.38565	8.117	3.74965	7.199	8.76438	6.43921	6.85152	5.63796	7.02065	6.80816	6.60981	2.95453	3.02285	3.10163	3.38873	3.25355	3.07793	3.02162
TCTEX1D1	1.91218	4.32402	2.45495	2.13082	2.12284	2.55491	1.94012	2.62994	2.24354	2.05148	7.07206	9.00823	7.71876	2.96056	7.9744	8.91921	8.08393	9.54011	7.97217	3.71579	2.18599	2.16616	2.19982	2.06003	1.78124	2.22161	1.99512	1.94806	2.00694
PLOD2	4.46981	3.67415	4.52708	6.80238	3.71461	3.79575	4.75486	3.1618	8.07906	3.01695	3.66819	5.80439	4.10366	3.75985	4.56107	4.47296	4.51908	4.51679	5.36176	4.00109	9.2655	9.32187	9.90286	9.96713	9.04178	9.00181	9.14067	9.08983	7.79602
RHOU	9.45772	9.70727	9.17129	7.94661	8.19592	7.37509	8.14536	9.6342	8.98138	8.80039	8.55062	10.905	10.1338	3.14298	9.62277	9.68074	9.64365	9.54211	9.64324	9.09044	3.07681	3.0313	4.76634	4.59209	4.45483	4.54375	4.63682	4.27119	4.76253
MRPS12	5.74363	7.43857	4.56805	5.04215	4.30667	4.41747	5.12246	5.51687	5.54201	3.97655	2.58995	3.67335	4.00753	3.88317	3.25022	3.45725	4.18441	3.27535	2.96426	3.79095	9.35986	9.40951	8.86344	8.70767	9.34742	9.71716	9.52715	9.41338	9.20823
LGALS1	6.43032	6.75618	6.73913	7.78172	7.9366	6.91584	6.60583	6.11324	7.0583	5.75051	5.7301	5.98673	6.31076	4.60376	5.4801	5.37717	4.94665	5.95132	5.1435	6.94059	12.2254	12.1047	12.7218	12.7987	11.2135	11.4244	10.9266	10.928	10.1499
CD58	2.67709	3.79972	3.49547	3.74808	2.86299	4.3623	3.43361	2.83928	4.16719	2.99555	3.36242	3.73443	3.46634	3.85916	3.19513	3.19741	3.82106	3.21089	2.94853	3.64081	8.27523	8.22645	8.97166	9.15754	8.18362	8.22438	8.18409	8.16733	8.42861
TSGA10	2.58733	5.77645	2.7663	3.30933	3.1268	4.00475	2.81642	3.6397	3.7854	2.00149	7.11445	7.91457	7.65214	3.90555	8.51123	8.80107	8.28634	8.65945	7.69934	4.65875	2.14248	1.81286	2.70196	2.22611	1.85564	1.90622	1.89366	1.82739	1.8429
HNRNPC	4.33409	5.62793	5.18512	4.39967	5.20944	4.54927	5.34026	6.00633	5.77139	4.50184	4.65882	5.30576	4.97154	4.05311	4.7993	4.9627	4.51348	4.75757	4.37168	4.68158	9.70413	10.0493	9.90969	9.98468	10.406	10.564	9.6612	9.58941	9.39059
FABP6	4.46981	4.54848	3.26971	2.97288	2.96464	3.24933	6.33456	3.11427	2.90835	3.30185	8.03851	9.91164	9.71192	7.18812	10.1498	11.361	10.1112	10.708	8.63546	7.34448	3.54698	3.00867	2.87642	3.26453	3.00227	3.21062	3.31252	3.0528	3.35592
HLA-DRB3	5.49229	8.42653	8.78617	5.22204	6.51556	4.75513	5.79955	6.55351	7.40521	7.41377	9.57276	8.83215	10.3139	5.81937	9.19409	9.56235	9.08979	8.2146	9.02887	10.2111	2.96053	3.01524	3.93009	3.42392	3.18782	2.86787	3.60385	3.04415	3.92305
DNAI2	3.36576	2.68014	2.91381	3.32259	2.8891	2.67405	3.35137	2.59617	2.15538	2.71878	8.22417	7.92253	8.44835	4.59633	8.37644	9.49649	8.49944	9.06182	7.58191	5.23533	2.98641	2.99147	2.49004	2.41712	2.56024	2.48845	2.67983	2.58525	2.82349
RHEB	5.83935	8.20282	3.99807	4.02196	3.57051	4.82011	2.92902	3.6121	5.92772	3.25596	4.39759	4.42246	3.72822	3.05897	3.18336	4.25135	3.51129	2.94635	3.50542	4.75251	8.63477	8.8602	9.18326	9.77389	9.64233	9.28886	8.47442	7.88294	8.60188
AIDA	3.46752	4.27784	3.71323	3.21179	2.7403	3.20433	2.40707	3.53974	7.51576	2.89076	2.65403	4.9023	3.80584	2.63048	2.75269	3.22383	4.6927	3.17811	4.18342	4.15224	8.33548	8.40537	8.66043	8.76617	8.83951	8.67147	8.10772	7.8879	8.20791
NAA15	3.12344	4.35448	2.57595	2.13401	2.09605	2.02446	2.21534	1.7806	3.0745	2.52329	2.33965	3.13813	2.79251	2.04946	2.94939	3.00593	2.81915	3.24244	2.42852	2.94565	7.74745	7.6607	7.15255	7.30559	8.07768	7.79255	8.19714	7.89742	8.42715
NT5E	4.42989	4.51045	4.77118	4.7459	4.65317	3.72094	3.55476	3.65845	4.88386	3.28163	5.07525	5.7853	5.64016	4.01007	5.57796	5.52615	6.76355	6.13933	3.78456	4.63409	9.68057	9.7648	10.6865	11.1102	9.94856	9.69629	9.38749	9.2372	9.56352
PROCR	5.95312	3.78258	4.06851	3.6817	3.1883	3.19928	3.01333	3.20161	2.86737	3.35139	3.53344	4.18499	4.5889	2.70461	4.1233	3.68178	4.20977	3.41716	3.29403	3.73592	9.8207	10.0182	8.37225	8.10684	9.53851	9.59404	9.08004	8.90797	8.20915
CEP55	6.64525	7.2989	5.96282	6.9952	6.37973	5.06996	4.9768	5.93922	7.92485	3.11494	1.55201	3.41134	2.9224	2.8571	2.70938	2.40212	2.41062	2.60421	1.85422	3.02776	6.73608	6.74145	8.87688	8.68012	8.00555	8.03162	8.00075	7.77108	7.96036
PHLDA1	4.95361	4.8488	4.15134	7.70607	5.98069	6.15002	4.12011	5.42649	4.80389	3.57471	5.80002	4.11884	5.71238	6.10154	5.0425	4.61495	4.14046	4.90994	4.51184	8.12719	10.3668	10.3878	11.4558	11.5099	11.286	11.3459	9.64498	9.94079	9.24496
RRM2	6.85601	8.89125	7.73725	9.81156	8.6172	8.36929	4.67209	8.63385	10.5211	4.7248	4.42353	7.97198	5.96392	3.71515	5.58782	4.94405	6.15421	2.98282	4.44952	5.80172	8.88824	8.94374	10.4264	10.4302	10.7733	10.6759	11.0967	10.8794	10.7721
PTGS2	2.13645	2.2577	1.87161	2.51178	1.97426	2.28407	2.42839	3.24737	3.35709	3.19693	5.75045	8.58378	8.45232	6.31507	4.61646	6.37095	6.76233	6.99886	8.40003	6.93708	7.34765	7.34297	9.09095	9.168	8.70315	8.61008	3.25043	3.6885	2.08956
SPAG8	5.27802	6.24922	4.63375	5.44957	4.33425	5.10802	3.91175	4.28965	4.80522	3.88039	8.73823	8.92027	8.66167	4.98456	9.04611	10.2009	8.47049	10.005	8.11235	5.70613	3.13649	2.94913	3.35743	3.01659	3.28719	3.07441	3.23174	3.17722	3.32881
P4HB	3.18368	4.30428	2.75277	2.64836	2.89886	3.34299	1.83364	2.92374	3.17208	2.75945	2.52832	2.8907	3.5039	3.1931	2.6612	2.63237	2.91548	2.99154	2.54611	2.27346	8.56853	8.69511	9.25317	9.07833	7.97479	8.15012	7.51266	7.67252	7.08407
SERPING1	9.54765	8.13418	6.82985	8.15886	8.09662	7.72684	10.392	8.45407	7.60972	10.0979	10.1586	8.01603	9.7264	8.83672	8.59253	10.6409	10.1129	9.89926	10.0858	10.2394	5.21887	5.14623	4.44175	4.23226	3.76544	4.04118	4.53349	4.72248	4.47518
IGLC1	12.6212	7.71023	3.48362	9.25588	8.18703	5.90892	11.0749	7.16996	6.27141	7.64054	9.86757	8.09075	6.39664	5.12647	4.12697	6.19939	3.88213	7.06284	8.01544	10.0709	3.27735	3.1463	2.86033	3.0415	3.44321	3.11724	3.16867	2.83345	2.81933
KPNB1	5.73934	5.59219	5.02302	5.37084	5.45184	4.65345	4.5938	5.82999	5.37775	5.32516	5.35928	5.2087	5.02885	5.13047	4.93514	5.42457	5.64448	4.76361	5.4594	5.23787	9.93416	9.94257	10.1151	10.2799	10.8139	10.5754	10.7152	10.7355	10.9388
TOP2A	8.49941	8.52359	6.76215	7.86749	8.31335	6.65541	7.32786	8.4075	8.41784	5.23215	2.26074	4.92649	3.30269	2.67445	3.39984	2.85663	3.82106	2.561	2.66664	3.79627	7.59372	7.65436	9.43046	9.56419	9.4433	9.06381	9.12041	8.97668	8.7148
RHOA	3.61971	4.55952	3.33023	3.69008	3.94838	3.04793	3.29351	3.48514	4.92708	3.42717	2.59247	4.24097	3.95613	3.8731	4.01822	2.9099	4.05382	3.7448	3.6224	3.79627	9.72951	9.58509	9.52445	9.74014	9.22259	9.26984	7.99864	8.33464	8.58721
CFAP53	4.14363	6.22861	4.0754	3.83505	4.86915	5.19958	4.93048	5.10979	4.06936	4.2279	9.14776	9.37121	9.27725	6.56754	9.35333	10.3366	9.45265	10.0172	7.94338	5.87525	2.60951	2.42061	3.24576	3.12344	2.79508	3.23522	2.55467	2.72067	2.43168
LSM4	4.45674	4.90755	4.00905	4.36237	4.60118	4.35265	3.03939	3.51511	4.36237	3.61847	2.86048	3.52695	3.58079	4.46642	3.54881	3.40553	3.46144	3.69924	3.91324	3.75971	8.37774	8.39306	8.79141	8.62742	8.96248	9.26445	8.41606	8.27571	8.27347
CYP3A5	2.83044	2.77086	3.43146	3.38824	8.43592	8.19411	2.87165	3.58868	1.88386	2.8318	8.72206	4.12658	7.02943	8.8121	8.4854	7.79877	9.20984	6.42941	7.60559	7.811	5.54454	5.3954	4.31572	4.29864	3.72368	3.78629	3.10627	3.04415	2.75534
PRKDC	4.46981	5.03833	3.43014	2.9769	3.42098	3.47319	3.17991	3.38726	5.37475	3.15052	2.7116	4.23404	2.97721	3.74278	3.50445	2.90104	3.95248	3.35898	3.05365	3.0385	7.88692	7.86617	8.17531	8.34754	8.86098	8.82024	8.01305	7.97437	7.74552
C1QBP	7.09053	8.81647	6.36857	5.87221	6.28	5.18165	4.97478	4.63742	6.7836	3.57825	4.25137	6.58667	6.74847	2.94973	4.11493	5.74796	6.62441	5.40092	3.78307	5.55781	10.2148	10.2794	9.78046	9.85111	11.4012	11.4219	11.1594	10.8786	11.3267
WFDC2	10.0124	8.50722	9.81806	9.50796	8.43341	8.79905	10.8656	9.20329	10.2841	10.7331	9.17868	9.61449	10.0943	8.3543	9.45231	10.3782	9.88536	9.52396	9.47654	9.53743	4.42081	4.75234	4.86203	4.55774	5.15591	5.49118	3.2405	3.60321	3.16537
DEPDC1	4.49366	7.33546	4.95697	5.30461	4.78446	5.93785	3.26815	4.8491	7.28272	2.86594	2.56515	3.67335	2.49868	2.82324	2.67523	2.35205	2.44283	2.44246	2.43487	2.56198	6.36545	6.5077	8.6171	8.68956	8.64572	8.44113	8.46273	8.30469	8.50393
DCN	5.50083	4.10394	3.71565	8.59078	3.83941	5.32646	5.74147	5.62107	9.17193	5.83817	7.91294	7.22235	7.99137	7.01006	8.57609	7.84374	7.23156	8.78801	7.39462	9.08681	3.48178	3.00455	2.72359	2.4817	2.35917	2.46834	3.18844	2.4506	2.78515
DLGAP5	5.77598	7.23456	6.38444	7.7583	7.15045	6.88904	5.20874	6.05693	7.5337	3.94742	2.33852	4.64631	2.82247	3.3839	2.46019	2.54898	3.11124	2.18097	2.33261	2.60178	7.07527	7.46699	8.65811	8.7669	8.51529	8.45075	8.91152	8.80532	8.71181
PTP4A1	3.37147	3.81332	2.83295	1.99205	3.28463	2.86224	2.67839	2.56934	3.07937	3.06705	5.27815	3.76302	4.11031	3.11816	2.87344	4.03111	3.90176	3.04386	3.24255	4.12766	9.10415	9.11255	8.53155	8.53294	9.06258	8.84893	7.95193	7.70475	7.58634
HEY2	8.7505	7.04193	7.01035	6.93422	3.15187	5.99955	7.38333	9.9293	8.6497	7.94439	6.29343	8.13792	7.23086	4.05558	7.90026	7.6107	7.48981	8.06816	8.04608	5.90334	2.78255	2.99062	2.9863	2.77434	2.42897	2.35491	3.70767	4.74614	3.26885
SFRP4	3.57858	2.10168	2.00392	5.26025	2.78652	5.77751	4.20433	3.56011	5.66976	4.12196	7.93531	9.42077	9.32278	2.71188	7.94139	7.05742	6.53051	7.80046	6.65983	8.98032	2.0305	2.01879	1.92828	2.04012	1.97111	2.0305	1.95024	1.79278	2.05661
NUF2	8.16067	7.12165	6.64646	7.33915	6.92899	7.12397	6.36324	6.54267	6.82597	5.19822	2.41485	3.75704	3.12637	3.09971	2.67394	2.51138	3.14886	2.76473	2.35569	3.52814	6.31666	6.1768	8.11441	8.35914	8.1042	7.77805	8.29635	8.30129	8.09518
ANKRD36BP2	6.9346	3.68651	3.40347	3.22449	2.51128	5.01987	6.01933	3.61606	3.26111	6.16079	7.18853	7.72335	7.44035	2.78067	7.41272	8.78261	7.82576	8.50986	6.83281	4.42739	1.80071	1.85132	2.18225	1.75456	2.18627	2.31358	2.47233	2.13026	2.16892
SDHB	5.23891	7.54511	5.53421	5.26025	4.66967	5.73576	4.63324	3.81333	6.94995	4.01107	5.00897	5.26505	5.8065	4.58902	4.40338	5.15032	6.27176	4.07164	3.58478	5.69838	9.29574	9.29038	9.14672	9.43644	10.1023	9.90848	9.39965	9.64502	9.35879
SCNN1A	9.82283	9.71816	10.3207	10.7459	10.2697	8.58243	9.80822	11.3902	10.2848	9.91233	9.61158	9.87015	9.9832	5.29268	9.99235	9.87191	9.56803	9.64207	9.71141	9.72623	9.46263	9.61719	2.62082	3.3496	3.92938	3.95789	3.39483	3.25919	3.35258
CDK1	4.5733	6.28588	5.61954	6.9379	6.27452	6.1147	4.35908	6.35119	7.07198	3.61736	2.521	4.38722	3.17429	3.81995	3.22342	3.7022	2.7548	3.0771	3.31411	4.05588	8.30414	8.21697	9.36504	9.40053	9.26001	9.15475	9.13725	9.02112	9.077
RAC1	2.80142	2.98406	3.65609	3.18694	2.43982	2.64591	3.61384	3.29701	3.68063	2.83323	3.35786	2.81669	3.03183	1.63735	2.98406	2.99078	3.18339	2.60001	3.02428	3.18339	8.9161	8.79623	8.69014	8.59942	8.40737	8.46763	7.56704	7.39506	7.83143
EIF4E	3.98851	6.73982	3.41831	4.72696	4.13278	4.17228	3.5966	3.42979	5.28683	3.01177	3.46069	6.11522	5.01054	4.24355	2.67349	4.74732	6.42878	4.06751	4.28009	4.19859	8.95251	9.01758	8.45213	8.73865	9.29543	8.91013	9.04366	8.62712	8.99193
LSM2	5.41212	6.78137	4.53802	3.65573	4.27656	3.31666	4.36927	3.75256	4.41532	3.9319	3.55662	4.40622	4.06999	3.47946	2.98846	4.03268	4.56017	3.1769	3.81714	3.82216	8.30787	8.37482	8.41885	8.43514	8.57282	8.78838	8.72312	8.73705	8.72512
WDR49	1.69291	3.61375	1.86695	1.88787	1.68438	1.35769	1.63082	1.69062	2.62071	2.41386	7.57887	7.39016	6.71798	1.87341	6.77629	7.8485	8.263	7.38335	6.02985	3.84708	1.40543	1.2639	1.36446	1.33361	1.47918	1.47634	1.55871	1.43902	1.46997
CDKN3	3.57131	4.01033	3.14713	3.94379	3.57123	3.16373	2.38798	2.49414	4.38569	2.27648	2.11491	2.01348	2.31722	4.42821	2.58409	1.90192	2.29421	2.17766	2.20604	2.1137	6.77341	6.84502	8.63002	8.50159	8.08647	8.35985	8.06106	7.86287	7.64889
C1orf43	3.96682	6.62042	4.0204	4.08474	3.90164	4.74004	4.45715	3.7452	6.42247	3.73991	3.82565	5.12147	4.29016	3.91417	3.38748	3.82022	4.25785	4.45328	3.60969	3.79627	8.83452	8.83541	8.82366	8.84618	9.12883	9.23273	8.45847	8.4275	8.45223
TMED2	2.23557	3.12565	2.85521	2.4354	2.13508	2.47845	2.46693	2.80519	3.64787	2.46979	2.26074	4.1557	2.92235	2.72088	2.73299	2.02832	4.63756	2.64352	2.43545	2.24224	8.41108	8.52939	7.88805	8.02494	8.27112	7.80819	7.01681	7.00334	7.1339
CD44	3.72731	5.46733	4.5963	4.88292	6.68059	4.74059	4.44463	4.38892	4.70294	6.14074	6.01559	7.20959	6.69221	4.85203	5.71745	6.7277	6.39812	5.86499	5.804	6.22507	9.7681	9.79106	10.4642	10.3575	10.0359	10.098	9.42879	9.62654	9.10964
ERICH5	5.6884	4.30313	5.27715	8.08549	4.36393	3.53094	3.30815	4.86581	5.1951	2.63085	7.30441	8.34823	8.4749	3.98989	7.44601	8.37609	8.27588	7.90575	6.64972	4.92669	2.62691	2.35725	3.25516	3.27488	2.71017	2.77138	2.37684	2.40868	2.20068
SHMT2	7.06288	6.95555	4.71726	7.60358	4.61715	5.11525	4.81202	5.55014	5.94165	4.56392	3.33761	4.55291	3.73645	4.1944	3.60493	3.50645	3.77224	3.64431	3.96325	4.84146	8.79083	8.7117	9.44599	9.4834	9.93047	9.96544	8.98103	9.05666	8.72135
CYP2C8	2.29271	2.32426	4.36444	2.13508	3.49691	4.89977	3.83216	6.61208	1.4719	6.40063	6.39048	5.89756	5.92438	3.3463	7.14028	7.79263	6.36197	7.85693	6.77283	6.09413	1.66954	1.68997	1.79923	1.63376	1.8921	1.78495	1.84324	1.88378	1.7892
TEKT2	5.63172	7.76445	4.69482	5.2885	3.99655	5.4964	6.90778	6.58609	6.57608	5.49527	8.34176	8.52772	8.5684	5.52769	9.03083	9.93778	8.979	10.2965	8.30941	6.57472	3.15397	3.99804	2.90119	3.28202	3.7795	2.48845	3.4116	2.97459	3.79695
GDI2	4.74865	5.77583	4.72814	4.01929	4.24595	5.18134	5.00887	4.92616	5.48402	4.72647	4.32176	5.27729	5.0159	5.00016	4.57518	4.33684	4.54788	3.51831	4.13047	4.56029	10.0923	9.85007	9.2571	9.24569	9.65548	9.53341	8.95594	9.06968	9.26551
ABCA8	2.75672	2.14024	1.70979	2.55485	2.05717	2.66798	3.2597	4.30758	6.55885	3.45062	8.25708	5.0431	5.98608	4.36516	8.71236	7.65715	8.19033	8.8101	8.52468	9.04466	2.31813	1.99638	2.1587	1.84084	2.02953	1.82655	1.79005	2.0677	2.0001
ASPM	5.36196	7.06146	5.89314	6.36794	5.40039	6.65292	4.577	5.04577	6.9041	2.93009	2.82587	2.49671	2.57066	2.7331	2.25509	2.29336	2.23115	2.1192	2.57335	3.09169	7.20879	7.23346	8.87629	8.85793	8.64946	8.67899	8.84859	8.94947	9.07527
MRPL13	4.40135	7.64162	5.15635	5.88566	5.92563	6.4576	4.31969	2.6204	6.80258	3.58274	3.05702	5.30105	5.63464	3.38983	3.25022	5.05862	5.86612	3.23445	3.06003	4.10343	8.63476	8.79965	8.73466	8.66001	9.11566	9.17225	8.86778	8.59624	8.42536
POSTN	4.86885	1.83755	4.38932	10.5261	2.01399	5.50228	4.81795	3.15069	3.86227	4.44537	7.02732	8.69655	7.89075	3.10274	9.02099	8.1236	8.01283	8.80066	7.03166	7.63857	2.24583	2.25205	4.92076	4.59518	5.45505	5.14614	1.9276	6.11735	2.33301
PLAU	3.40541	3.07311	2.48801	2.72072	3.25919	3.40021	2.65907	2.38692	2.44501	3.25919	2.41947	2.71168	2.71894	4.07725	2.7923	2.6827	2.672	2.73663	2.484	2.15738	7.97436	8.03802	8.76135	8.91338	7.15927	7.25735	7.30563	6.81845	7.56546
PRC1	8.65206	9.17676	7.00982	7.98036	8.817	7.93239	6.55246	7.00373	8.25827	6.18951	3.05788	5.54584	4.69338	3.30241	4.57936	4.17976	4.41299	3.13459	3.3337	5.12075	8.0435	8.14872	9.92008	9.81046	9.30104	9.41819	9.4575	9.52927	9.39825
HLA-DQA1	3.06157	2.12934	9.56185	2.65738	4.02049	4.53228	2.53001	5.35498	6.48526	5.48242	9.12564	2.45661	10.3682	3.12452	6.77629	10.2275	2.34301	6.73404	7.98579	9.631	2.06945	2.20307	2.23137	2.25227	2.39322	2.11716	2.06564	1.97475	2.32823
HSPA4L	2.20502	3.71776	1.8723	2.47818	2.06362	2.14586	1.72132	2.08956	3.25451	2.31465	4.88611	5.47996	6.43208	6.1704	5.4998	5.9068	7.50167	6.39835	5.23936	3.84592	7.4221	7.60374	6.20693	5.90927	6.95835	7.15902	6.96576	7.12537	7.55607
HDGFL3	4.19214	4.20749	2.86694	4.47743	3.53525	3.84827	2.6611	3.14885	3.47437	2.81247	3.19112	4.56763	4.32743	2.71188	2.71534	3.56284	4.76972	3.02188	2.90212	3.03409	7.56785	7.50057	8.50985	8.57323	8.48488	8.08718	7.78325	7.77544	7.35233
PAX2	2.82362	3.52697	3.52453	6.55161	4.00905	3.53002	8.38669	5.14507	2.88588	9.78063	8.66744	6.80819	7.28278	5.49324	8.07452	7.84809	7.64204	8.35548	7.1057	8.17939	3.19667	2.98768	2.87581	2.81363	3.29954	3.17722	3.953	2.98241	3.14924
TFPI2	7.15848	8.18006	4.7386	7.18317	6.80059	4.54948	2.79786	2.53747	5.4025	3.45378	9.49014	6.939	6.334	8.19701	5.8847	6.86712	4.13555	5.89625	4.95794	7.62837	11.7391	11.7472	12.6928	12.8277	12.8323	12.744	9.86174	10.0659	7.36309
CDC20	9.88055	9.66223	8.26513	8.551	9.0101	7.42193	7.85139	6.74735	9.06293	4.0611	3.30781	6.32748	4.63717	4.65336	3.95985	3.94837	5.34838	3.74748	4.93492	4.72934	8.29588	8.13406	9.25901	9.16932	9.16121	9.20211	10.1375	10.0298	9.86676
FOXD1	3.16377	3.12091	3.43298	3.10035	3.03275	3.44977	4.69594	2.71188	3.08366	3.08345	2.84671	3.16281	3.12747	3.0287	2.37716	2.98543	2.88494	3.60984	2.74468	2.50521	8.11157	8.20168	9.21758	9.29053	7.46562	7.37197	8.24692	8.55602	7.91986
HSPA4	5.18826	6.05871	4.86859	4.83572	4.70637	3.89112	4.46951	3.94162	5.56616	4.15308	3.51608	5.01186	4.15096	3.90641	3.97669	4.2129	4.56297	4.53535	3.90013	4.03092	8.69335	8.434	8.68247	8.58643	9.62482	9.12166	9.0708	9.13581	8.66677
ALDH1A2	6.98711	4.04503	6.05555	4.82551	6.52898	6.81569	6.26357	5.07295	4.10881	6.74045	9.34553	9.51578	9.68443	7.1057	8.93399	9.04692	8.80987	9.10096	8.96671	9.76005	7.99583	8.24014	4.09653	3.56546	4.49873	4.53651	3.81531	4.15769	3.61174
LOC101928635	6.98711	4.04503	6.05555	4.82551	6.52898	6.81569	6.26357	5.07295	4.10881	6.74045	9.34553	9.51578	9.68443	7.1057	8.93399	9.04692	8.80987	9.10096	8.96671	9.76005	7.99583	8.24014	4.09653	3.56546	4.49873	4.53651	3.81531	4.15769	3.61174
AURKA	8.20694	9.00671	8.76503	9.63789	9.44617	8.32014	8.88533	8.39279	9.08898	7.2071	4.70255	5.47888	4.64034	3.138	4.50182	4.04135	3.24485	4.39677	4.52987	4.96799	7.68285	7.64252	9.57477	9.4884	9.11112	9.13087	9.37537	9.27879	9.29625
ADORA2B	3.73575	3.59637	3.08366	2.78407	3.37178	4.14632	3.35152	3.32652	3.47437	3.11455	3.27903	3.05731	3.60192	4.66255	3.03163	3.85338	3.09486	3.6516	3.14956	3.10671	8.99399	8.93152	8.37805	8.30489	8.21151	8.21753	7.86253	7.39749	7.5769
